DATE DE MISE A JOUR DES TARIFS : 27/09/2019;
Code article;Marque;Famille;Sous-famille;PVGC T.T.C.;Coeff.;Commentaires;P;Gamme;Prix facture fournisseur;R HF D;R HF C;R P PR;Prix net fournisseur;Prix net grossiste;Code barre;
GU15DA55;SIEMENS;FROID;Congélateur armoire intégrable;879;2.07;;P;;467.13;9;0;0;425.09;461.82;4242003556214;
GI11VAD30;SIEMENS;FROID;Congélateur armoire intégrable;829;1.81;CTM;P;;502.7;9;0;0;457.46;502.63;4242003746295;
KI41RAD30;SIEMENS;FROID;Réfrigérateur 1pte intégrable;779;2.12;;P;;404.04;9;0;0;367.68;399.45;4242003622254;
KI32LAD30;SIEMENS;FROID;Réfrigérateur 1pte intégrable;779;2.15;;P;;398.12;9;0;0;362.29;393.59;4242003622445;
KI31RAD30;SIEMENS;FROID;Réfrigérateur 1pte intégrable;749;2.07;;P;;398.12;9;0;0;362.29;393.59;4242003622384;
KI22LAD30;SIEMENS;FROID;Réfrigérateur 1pte intégrable;759;1.81;CTM;P;;460.3;9;0;0;418.87;460.23;4242003622773;
KI81RAD30;SIEMENS;FROID;Réfrigérateur 1pte intégrable;1029;2.23;;P;L;507.91;9;0;0;462.2;502.13;4242003621660;
KU15RA65;SIEMENS;FROID;Réfrigérateur 1pte intégrable;749;2.18;;P;R;378.2;9;0;0;344.16;373.9;4242003553350;
KI24RX30;SIEMENS;FROID;Réfrigérateur 1pte intégrable;619;2.29;;P;L;297.09;9;0;0;270.35;293.71;4242003652152;
KU15LA65;SIEMENS;FROID;Réfrigérateur 1pte intégrable;779;2.26;;P;R;378.2;9;0;0;344.16;373.9;4242003553343;
KI82LAD30;SIEMENS;FROID;Réfrigérateur 1pte intégrable;1059;2.23;;P;R;522.68;9;0;0;475.64;516.73;4242003621721;
KI24RV21FF;SIEMENS;FROID;Réfrigérateur 1pte intégrable;569;2.27;;P;R;276.04;9;0;0;251.2;272.9;4242003450543;
KI51FAD30;SIEMENS;FROID;Réfrigérateur 1pte intégrable;1099;1.81;CTM;P;;666.23;9;0;0;606.27;666.13;4242003643723;
KI24LX30;SIEMENS;FROID;Réfrigérateur 1pte intégrable;649;2.4;;P;R;297.09;9;0;0;270.35;293.71;4242003652145;
KI42LAD40;SIEMENS;FROID;Réfrigérateur 1pte intégrable;1029;1.81;CTM;P;;623.83;9;0;0;567.69;623.74;4242003619742;
KI24LV21FF;SIEMENS;FROID;Réfrigérateur 1pte intégrable;599;2.38;;P;R;276.04;9;0;0;251.2;272.9;4242003450239;
KI42LAD30;SIEMENS;FROID;Réfrigérateur 1pte intégrable;809;1.81;CTM;P;;490.58;9;0;0;446.43;490.52;4242003621776;
KI21RAD30;SIEMENS;FROID;Réfrigérateur 1pte intégrable;729;2.22;;P;R;360.51;9;0;0;328.06;356.42;4242003622742;
KD33VVW30;SIEMENS;FROID;Réfrigérateur 2ptes;669;2.15;;P;R;341.74;9;0;0;310.98;337.86;4242003540978;
KI28DA20;SIEMENS;FROID;Réfrigérateur 2ptes intégrable;819;1.81;CTM;P;;496.64;9;0;0;451.94;496.56;4242003363690;
KI87VVF30;SIEMENS;FROID;Réfrigérateur combi intégrable;979;2.22;;P;R;484.54;9;0;0;440.93;479.02;4242003674888;
KI86VVS30;SIEMENS;FROID;Réfrigérateur combi intégrable;899;2.18;;P;R;452.72;9;0;0;411.98;447.57;4242003674895;
KI34VV21FF;SIEMENS;FROID;Réfrigérateur combi intégrable;819;2.26;;P;L;397.5;9;0;0;361.72;392.99;4242003454916;
KI86SAD30;SIEMENS;FROID;Réfrigérateur combi intégrable;1409;2.13;;P;;725.4;9;0;0;660.11;717.15;4242003612071;
KI77VVS30;SIEMENS;FROID;Réfrigérateur combi intégrable;799;2.07;;P;;424.67;9;0;0;386.45;419.84;4242003691830;
KG36VXI30S;SIEMENS;FROID;Réfrigérateur combiné;769;2.28;;P;R;371.34;9;0;0;337.92;367.11;4242003665602;
KG56NXW30;SIEMENS;FROID;Réfrigérateur combiné;1049;2.18;$0;P;L;529.2;9;0;0;481.57;523.19;4242003736753;
KG36NXI3A;SIEMENS;FROID;Réfrigérateur combiné;969;2.18;$0;P;;487.91;9;0;0;444;482.36;4242003781197;
KG56NXI30;SIEMENS;FROID;Réfrigérateur combiné;1149;2.18;$0;P;O;579.6;9;0;0;527.44;573;4242003736760;
KG36NAX3A;SIEMENS;FROID;Réfrigérateur combiné;1229;2.11;$0;P;;640.21;9;0;0;582.59;632.92;4242003809952;
KG49EVI4A;SIEMENS;FROID;Réfrigérateur combiné;1149;2.22;;P;R;567.67;9;0;0;516.58;561.21;4242003832837;
KG39NVW35;SIEMENS;FROID;Réfrigérateur combiné;869;2.19;;P;R;436.56;9;0;0;397.27;431.59;4242003724910;
KG39NVI35;SIEMENS;FROID;Réfrigérateur combiné;979;2.22;;P;R;485.6;9;0;0;441.9;480.09;4242003724897;
WD15G462FF;SIEMENS;LAVAGE;Lavante séchante hublot;969;2.18;;P;L;487.63;9;0;0;443.74;482.08;4242003819050;
WD14H464FF;SIEMENS;LAVAGE;Lavante séchante hublot;1199;2.21;$1;P;R;595.36;9;0;0;541.78;588.58;4242003828779;
WK14D541FF;SIEMENS;LAVAGE;Lavante séchante intégrable;1399;1.94;$0;P;;792.99;9;0;0;721.62;783.97;4242003722527;
WM14E270FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;499;1.51;$0;P;;363.4;9;0;0;330.69;363.34;4242003645642;
WM12N260FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;599;2.31;;P;O;284.96;9;0;0;259.31;281.71;4242003732069;
WS12L260FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;729;2.14;$0;P;R;374.23;9;0;0;340.55;369.97;4242003827918;
WM14N060FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;579;2.35;;P;R;271.17;9;0;0;246.76;268.08;4242003732083;
WM14W690FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;999;2.18;;P;L;504;9;0;0;458.64;498.27;4242003681800;
WM14B211FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;499;2.32;;P;R;236.06;9;0;0;214.81;233.37;4242003675489;
WM14T458FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;729;2.29;;P;L;349.28;9;0;0;317.84;345.31;4242003797563;
WM14T409FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;829;2.4;;P;L;379.1;9;0;0;344.98;374.79;4242003805619;
WMH6Y892FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;1399;2.17;;P;;708.08;9;0;0;644.35;700.02;4242003732151;
WM14E277FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;519;2.26;;P;L;251.99;9;0;0;229.31;249.12;4242003763780;
WM14U940EU;SIEMENS;LAVAGE;Lave linge hublot pose libre;1599;1.67;CTM;P;;1053.33;9;0;0;958.53;1053.17;4242003787557;
WM12B211FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;479;2.3;;P;L;228.99;9;0;0;208.38;226.39;4242003678749;
WM14N2X0FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;799;1.86;$0;P;;472.07;9;0;0;429.58;466.7;4242003770764;
WI14W540FF;SIEMENS;LAVAGE;Lave linge intégrable;1099;1.99;;P;R;607.26;9;0;0;552.61;600.35;4242003770054;
WI12A201FF;SIEMENS;LAVAGE;Lave linge intégrable;899;1.81;CTM;P;;545.09;9;0;0;496.03;545;4242003722640;
SR736D11IE;SIEMENS;LAVAGE;Lave vaisselle 45cm intégrable;959;2.22;;P;R;474;9;0;0;431.34;468.61;4242003845622;
SR636X00ME;SIEMENS;LAVAGE;Lave vaisselle 45cm intégrable;729;2.21;;P;R;361.74;9;0;0;329.18;357.63;4242003822043;
SR656D00TE;SIEMENS;LAVAGE;Lave vaisselle 45cm intégrable;959;2.22;;P;;474;9;0;0;431.34;468.61;4242003818022;
SR614X01CE;SIEMENS;LAVAGE;Lave vaisselle 45cm intégrable;599;2.1;;P;;313.04;9;0;0;284.87;309.48;4242003821978;
SK26E221EU;SIEMENS;LAVAGE;Lave vaisselle 45cm pose libre;429;2.06;;P;;228.3;9;0;0;207.75;225.7;4242003706350;
SR256I00TE;SIEMENS;LAVAGE;Lave vaisselle 45cm pose libre;859;2.25;$0;P;R;419.59;9;0;0;381.83;414.81;4242003819968;
SR236W01ME;SIEMENS;LAVAGE;Lave vaisselle 45cm pose libre;659;2.2;;P;R;328.87;9;0;0;299.27;325.12;4242003818589;
SK26E821EU;SIEMENS;LAVAGE;Lave vaisselle 45cm pose libre;479;2.13;;P;R;247.42;9;0;0;225.15;244.61;4242003706367;
SN558S16TE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;1099;1.81;CTM;P;;666.23;9;0;0;606.27;666.13;4242003800881;
SN658D02IE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;929;2.2;;P;R;463.92;9;0;0;422.17;458.64;4242003800874;
SN658X00ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;1039;2.32;;P;O;491.31;9;0;0;447.09;485.72;4242003776896;
SN536S02GE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;739;1.81;CTM;P;;448.19;9;0;0;407.85;448.12;4242003784631;
SN65D002EU;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;549;2.28;;P;L;264.03;9;0;0;240.27;261.03;4242003647233;
SN636X01KE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;659;2.08;;P;R;348.61;9;0;0;317.24;344.65;4242003767252;
SN458S02ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;899;2.01;$0;P;;490.72;9;0;0;446.56;485.14;4242003767245;
SN636X03IE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;779;2.35;;P;L;363.54;9;0;0;330.82;359.4;4242003767221;
SN558W09ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;869;2.18;;P;R;438.14;9;0;0;398.71;433.16;4242003827130;
SC76M541EU;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;999;1.81;CTM;P;;605.66;9;0;0;551.15;605.57;4242003693247;
SN636X01AE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;619;2.31;;P;L;294.79;9;0;0;268.26;291.44;4242003780534;
SN558S09ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;919;2.3;;P;R;440;9;0;0;400.4;435;4242003827246;
SX64D004EU;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;559;1.81;CTM;P;;339.17;9;0;0;308.64;339.11;4242003647226;
SN558B09ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;869;2.28;$0;P;L;418.14;9;0;0;380.51;413.39;4242003827123;
SN536W03ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;809;2.26;;P;R;393.04;9;0;0;357.67;388.57;4242003767757;
SN778D86TE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;1399;1.81;CTM;P;;847.93;9;0;0;771.62;847.81;4242003844083;
SN536S03ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;859;2.23;$0;P;R;422.53;9;0;0;384.5;417.72;4242003774687;
SN658X26TE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;1219;1.81;CTM;P;;738.91;9;0;0;672.41;738.8;4242003800904;
SX736X19ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;959;2.27;;P;R;463.92;9;0;0;422.17;458.64;4242003844601;
SN536S01AE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;669;2.18;;P;R;337.9;9;0;0;307.49;334.05;4242003796795;
SN658D02ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;959;2.14;;P;;491.31;9;0;0;447.09;485.72;4242003767207;
SN736X19ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;899;2.19;;P;R;450.3;9;0;0;409.77;445.18;4242003844571;
SN536B03NE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;809;2.26;;P;R;393.04;9;0;0;357.67;388.57;4242003846414;
SN636X03ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;799;1.81;CTM;P;;484.53;9;0;0;440.92;484.46;4242003762431;
SN678X36TE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;1299;2;;P;R;713.45;9;0;0;649.24;705.33;4242003766958;
SN636X02GE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;679;1.99;$0;P;;375.52;9;0;0;341.72;371.25;4242003780541;
SN658X03IE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;849;2.18;;P;R;427.84;9;0;0;389.33;422.97;4242003782545;
SN578S36TE;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;1399;1.81;CTM;P;;847.93;9;0;0;771.62;847.81;4242003769317;
SN658X02ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;899;2.33;;P;R;424.56;9;0;0;386.35;419.73;4242003788011;
SN236I04ME;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;819;2.41;$0;P;;373.62;9;0;0;339.99;369.36;4242003826966;
SN236I04NE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;819;2.23;;P;O;404.28;9;0;0;367.89;399.68;4242003845431;
SN215W02AE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;509;2.25;;P;L;248.9;9;0;0;226.5;246.06;4242003787625;
SN236I01KE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;689;2.33;;P;;324.3;9;0;0;295.11;320.62;4242003776049;
SN236I01IE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;879;2.2;;P;;438.27;9;0;0;398.83;433.28;4242003776810;
SN278I36TE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;1199;2.15;;P;R;612.37;9;0;0;557.26;605.4;4242003769300;
SN236I03KE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;709;2.41;;P;B;323.21;9;0;0;294.12;319.52;4242003802106;
SN236I00ME;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;839;2.23;;P;;414.15;9;0;0;376.88;409.44;4242003776872;
SN236W01GE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;629;2.24;;P;R;308.36;9;0;0;280.61;304.85;4242003793558;
SN236I51KE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;689;2.33;;P;R;324.3;9;0;0;295.11;320.61;4242003860359;
SN236I00NE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;839;2.23;;P;R;414.15;9;0;0;376.88;409.44;4242003850299;
SN258W00TE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;919;2.09;;P;;482.36;9;0;0;438.95;476.87;4242003800867;
SN236W03ME;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;749;2.38;;P;;345.12;9;0;0;314.06;341.2;4242003762554;
SN236W02GE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;599;2.07;;P;;317.78;9;0;0;289.18;314.17;4242003782798;
SN236W03GE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;619;2.34;;P;O;290.34;9;0;0;264.21;287.03;4242003793930;
SN236W03NE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;749;2.23;;P;L;369.77;9;0;0;336.49;365.57;4242003855195;
WT46G401FF;SIEMENS;LAVAGE;Sèche linge hublot condensatio;629;2.3;;P;;300.36;9;0;0;273.33;296.95;4242003771754;
WT43N200FF;SIEMENS;LAVAGE;Sèche linge hublot condensatio;569;2.19;$0;P;;285.52;9;0;0;259.82;282.26;4242003763902;
WT45G408FF;SIEMENS;LAVAGE;Sèche linge hublot condensatio;629;2.18;;P;O;317.77;9;0;0;289.17;314.16;4242003861172;
WT43N207FF;SIEMENS;LAVAGE;Sèche linge hublot condensatio;569;2.19;;P;L;285.52;9;0;0;259.82;282.26;4242003860953;
WT33A200FF;SIEMENS;LAVAGE;Sèche linge hublot évacuation;529;2.22;;P;R;261.31;9;0;0;237.79;258.34;4242003754498;
WT47W591FF;SIEMENS;LAVAGE;Sèche linge pompe à chaleur;1099;2.05;$0;P;R;589.55;9;0;0;536.49;582.85;4242003831120;
WT45W461FF;SIEMENS;LAVAGE;Sèche linge pompe à chaleur;929;2.18;;P;;468.56;9;0;0;426.39;463.22;4242003846797;
WT45RVX0FF;SIEMENS;LAVAGE;Sèche linge pompe à chaleur;899;2.07;;P;;476.29;9;0;0;433.42;470.87;4242003838334;
WT47W491FF;SIEMENS;LAVAGE;Sèche linge pompe à chaleur;999;2.18;$0;P;L;503.61;9;0;0;458.29;497.87;4242003832851;
WT45RV01FF;SIEMENS;LAVAGE;Sèche linge pompe à chaleur;829;2.26;$0;P;L;402.58;9;0;0;366.35;397.99;4242003838747;
GC+5SIEMOEN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIECONGEN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIEMO;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIECONG;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIELVEN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIECAV;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIELV;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIEREFUS;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIELS;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIEREFEN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIELLSLEN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIEREF;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIELLSL;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIEPVITEN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIEHOTEN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIEPVEREN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIEFPYREN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIEPINEN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIEFCATEN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIEPGAZEN;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
GC+5SIECUI;SIEMENS;PRESTATIONS;EXTENSION DE GARANTIE;108;1.88;;P;;63;9;0;0;57.33;64;;
BGL3ECO11;BOSCH;ASPIRATEUR;Aspirateur avec sac;179;1.88;;P;L;95.61;0.5;0;0;95.13;99.16;4242005070251;
BGBS4PET1;BOSCH;ASPIRATEUR;Aspirateur avec sac;199;1.75;;P;L;114.1;0.5;0;0;113.53;118.33;4242005202928;
BGB7331S;BOSCH;ASPIRATEUR;Aspirateur avec sac;299;1.76;;P;L;170.53;0.5;0;0;169.68;176.86;4242002959030;
BGLS4K432;BOSCH;ASPIRATEUR;Aspirateur avec sac;179;1.88;;P;O;95.61;0.5;0;0;95.13;99.16;4242005178230;
BGLS4HYG2;BOSCH;ASPIRATEUR;Aspirateur avec sac;179;1.88;;P;O;95.6;0.5;0;0;95.12;99.16;4242005200177;
BGL35300;BOSCH;ASPIRATEUR;Aspirateur avec sac;159;1.93;;P;;82.83;0.5;0;0;82.42;85.9;4242005042548;
BZGL2A430;BOSCH;ASPIRATEUR;Aspirateur avec sac;99.99;1.77;;P;L;56.84;0.5;0;0;56.56;58.95;4242005161430;
BGBS4POW1;BOSCH;ASPIRATEUR;Aspirateur avec sac;149;1.75;;P;R;85.7;0.5;0;0;85.27;88.42;4242005200191;
BZGL2A310;BOSCH;ASPIRATEUR;Aspirateur avec sac;99;1.75;$0;P;L;56.84;0.5;0;0;56.56;58.95;4242005062423;
BHN14090;BOSCH;ASPIRATEUR;Aspirateur main;79.9;1.85;;P;L;43.51;0.5;0;0;43.29;45.12;4242002957005;
BGS5KSILS;BOSCH;ASPIRATEUR;Aspirateur sans sac;349;1.89;$0;P;O;185.91;0.5;0;0;184.98;192.81;4242005101788;
BGS7MS64;BOSCH;ASPIRATEUR;Aspirateur sans sac;429;1.84;;P;R;233.92;0.5;0;0;232.75;242.59;4242005060818;
BGS2POW1;BOSCH;ASPIRATEUR;Aspirateur sans sac;199;1.75;;P;R;114.1;0.5;0;0;113.53;118.33;4242005203260;
BGS7RCL;BOSCH;ASPIRATEUR;Aspirateur sans sac;329;1.94;G;P;L;170.5;0.5;0;0;169.65;176.83;4242002997933;
BGS05X240;BOSCH;ASPIRATEUR;Aspirateur sans sac;139;1.9;;P;R;73.53;0.5;0;0;73.16;76.24;4242005195602;
BGS41PET;BOSCH;ASPIRATEUR;Aspirateur sans sac;299;1.84;;P;L;163.19;0.5;0;0;162.37;169.23;4242005202300;
BGC3U330;BOSCH;ASPIRATEUR;Aspirateur sans sac;249;1.76;;P;R;142.16;0.5;0;0;141.45;147.43;4242002927794;
BGC05AAA1;BOSCH;ASPIRATEUR;Aspirateur sans sac;99.99;1.68;;P;R;59.83;0.5;0;0;59.53;62.05;4242005076338;
BBS1114;BOSCH;ASPIRATEUR;Balais;499;1.81;;P;R;276.48;0.5;0;0;275.1;286.73;4242005076963;
BBH62860;BOSCH;ASPIRATEUR;Balais;299;1.95;;P;R;153.95;0.5;0;0;153.18;159.67;4242005140503;
BBH2P14L;BOSCH;ASPIRATEUR;Balais;159;1.79;;P;R;89.08;0.5;0;0;88.63;92.38;4242005073832;
BBH52550;BOSCH;ASPIRATEUR;Balais;354;1.96;;P;L;181.33;0.5;0;0;180.42;188.04;4242002805375;
BBH21830L;BOSCH;ASPIRATEUR;Balais;199;1.89;;P;R;105.61;0.5;0;0;105.08;109.51;4242002992884;
BBH32551;BOSCH;ASPIRATEUR;Balais;259;1.97;;P;L;132.29;0.5;0;0;131.63;137.18;4242005109937;
BBH216RIA;BOSCH;ASPIRATEUR;Balais;139;1.95;;P;L;71.67;0.5;0;0;71.31;74.33;4242005134717;
BCHF216S;BOSCH;ASPIRATEUR;Balais;149;1.79;;P;R;83.52;0.5;0;0;83.1;86.61;4242005183166;
BBS1224;BOSCH;ASPIRATEUR;Balais;599;1.8;;P;R;334.07;0.5;0;0;332.4;346.45;4242005076949;
06008B7000;BOSCH;ASPIRATEUR;Nettoyeur vapeur;69.99;1.66;;P;;42.49;0.5;0;0;42.28;44.06;3165140920148;
BIC630NS1;BOSCH;CUISSON;Accessoires cuisson;559;1.81;CTM;P;;339.17;9;0;0;308.64;339.11;4242002813851;
NEZ34VLA;BOSCH;CUISSON;Autres;39;1.63;CTM;P;;26.33;9;0;0;23.96;26.33;4242002328591;
HXR39IH20;BOSCH;CUISSON;Cuisinière gaz;729;2.11;;P;;380.45;9;0;0;346.21;376.08;4242005132836;
HWS59IE50;BOSCH;CUISSON;Cuisinière gaz;819;2.13;;P;;422.7;9;0;0;384.66;417.87;4242005041374;
HXR39IG20;BOSCH;CUISSON;Cuisinière mixte;599;2.03;$0;P;L;324.75;9;0;0;295.52;321.05;4242005132812;
HBN231S4;BOSCH;CUISSON;Four encastrable manuel;379;1.86;CTM;P;;223.52;9;0;0;203.4;227.81;4242002810409;
HBA553BR0;BOSCH;CUISSON;Four encastrable manuel;499;2.21;$0;P;L;248.44;9;0;0;226.08;245.62;4242005030118;
HBG655NS1;BOSCH;CUISSON;Four encastrable manuel;799;1.81;CTM;P;;484.53;9;0;0;440.92;484.46;4242002807850;
HBF154YS0;BOSCH;CUISSON;Four encastrable manuel;499;2.23;;P;B;246.4;9;0;0;224.22;243.59;4242005047581;
HBA5560S0;BOSCH;CUISSON;Four encastrable manuel;659;2.23;;P;R;324.74;9;0;0;295.51;321.05;4242005056583;
HBA553BV0;BOSCH;CUISSON;Four encastrable manuel;499;2.21;;P;R;248.44;9;0;0;226.08;245.62;4242005056552;
HBA553BA0;BOSCH;CUISSON;Four encastrable manuel;499;2.21;;P;R;248.44;9;0;0;226.08;245.62;4242005056545;
HSG656XS1;BOSCH;CUISSON;Four encastrable manuel;2049;2.04;;P;;1103.09;9;0;0;1003.81;1090.54;4242002789125;
HRG636XS6;BOSCH;CUISSON;Four encastrable manuel;2059;1.87;CTM;P;;1211.76;9;0;0;1102.7;1235.02;4242002808345;
HBG672BB1F;BOSCH;CUISSON;Four encastrable pyrolyse;899;2.38;;P;;415.76;9;0;0;378.34;411.03;4242002808758;
HBG675BB1F;BOSCH;CUISSON;Four encastrable pyrolyse;999;2.29;;P;;479.16;9;0;0;436.04;473.7;4242002808666;
HBB578BS0;BOSCH;CUISSON;Four encastrable pyrolyse;1059;2.13;$0;P;;545.27;9;0;0;496.2;539.07;4242005029044;
HBA573ES0;BOSCH;CUISSON;Four encastrable pyrolyse;759;2.21;;P;R;378.1;9;0;0;344.07;373.8;4242005033935;
HBG675BB1;BOSCH;CUISSON;Four encastrable pyrolyse;999;2.13;;P;;515.46;9;0;0;469.07;509.6;4242002808673;
HBB574BS0;BOSCH;CUISSON;Four encastrable pyrolyse;899;2.2;;P;;449.22;9;0;0;408.79;444.1;4242005056811;
HRG6769S6;BOSCH;CUISSON;Four encastrable pyrolyse;1899;2.07;;P;;1009.75;9;0;0;918.87;998.27;4242002936963;
HBA573BV0;BOSCH;CUISSON;Four encastrable pyrolyse;699;2.28;;P;R;336.9;9;0;0;306.58;333.07;4242005033911;
HBG6755S1F;BOSCH;CUISSON;Four encastrable pyrolyse;1159;2.37;;P;;537.2;9;0;0;488.85;531.08;4242002808024;
HBA573EB0;BOSCH;CUISSON;Four encastrable pyrolyse;759;1.81;CTM;P;;460.3;9;0;0;418.87;460.23;4242005033928;
HRG6769S2F;BOSCH;CUISSON;Four encastrable pyrolyse;1999;2.18;;P;;1009.75;9;0;0;918.87;998.27;4242002912738;
HBA573BR0;BOSCH;CUISSON;Four encastrable pyrolyse;699;2.28;;P;R;336.9;9;0;0;306.58;333.07;4242005033898;
HBG6755B1F;BOSCH;CUISSON;Four encastrable pyrolyse;1159;2.37;;P;;537.2;9;0;0;488.85;531.08;4242002808017;
CMG636BW1;BOSCH;CUISSON;Four encastrable pyrolyse;1189;2.11;;P;;618.56;9;0;0;562.89;611.52;4242002807447;
HRG675BS1;BOSCH;CUISSON;Four encastrable pyrolyse;1659;1.87;CTM;P;;976.46;9;0;0;888.58;995.21;4242002917498;
HBA573BA0;BOSCH;CUISSON;Four encastrable pyrolyse;699;2.28;;P;R;336.9;9;0;0;306.58;333.07;4242005033881;
